1;-38.0;-38.0;-38.0
2;-76.00000000000001;-38.0;-38.0
3;-114.0;-37.0;-38.0
4;-151.0;-37.0;-38.0
5;-188.0;-37.0;-37.0
6;-225.0;2.0;-37.0
7;-223.0;53.00000000000001;-37.0
8;-170.0;54.0;-37.0
9;-116.0;54.0;54.0
10;-62.0;54.0;54.0
11;-8.0;53.00000000000001;54.0
12;45.0;54.0;54.0
13;99.0;52.0;52.0
14;151.0;51.00000000000001;52.0
15;202.0;51.00000000000001;52.0
16;253.0;51.00000000000001;52.0
17;304.0;47.0;47.0
18;351.0;42.0;47.0
19;393.0;20.0;47.0
20;413.0;-6.0;47.0
21;407.0;-28.0;-28.0
22;379.0;-33.0;-28.0
23;346.0;-36.0;-28.0
24;310.0;-37.0;-28.0
25;273.0;-37.0;-37.0
26;236.0;-38.0;-37.0
27;198.0;-37.0;-37.0
28;161.0;-37.0;-37.0
29;124.0;-37.0;-37.0
30;87.00000000000001;-35.0;-37.0
31;52.0;-33.0;-37.0
32;19.0;-24.0;-37.0
33;-5.0;-3.0;-3.0
34;-8.0;18.0;-3.0
35;10.0;24.0;-3.0
36;34.0;32.0;-3.0
37;66.00000000000001;33.0;33.0
38;99.0;29.0;33.0
39;128.0;8.0;33.0
40;136.0;-17.0;33.0
41;119.0;-32.0;-32.0
42;87.00000000000001;-35.0;-32.0
43;52.0;-36.0;-32.0
44;16.0;-35.0;-32.0
45;-19.0;-27.0;-27.0
46;-46.00000000000001;-4.0;-27.0
47;-50.0;16.0;-27.0
48;-34.0;37.0;-27.0
49;3.0;43.0;43.0
50;46.00000000000001;46.00000000000001;43.0
51;92.00000000000001;46.00000000000001;43.0
52;138.0;34.0;43.0
53;172.0;14.0;14.0
54;186.0;-2.0;14.0
55;184.0;-18.0;14.0
56;166.0;-29.0;14.0
57;137.0;-34.0;-34.0
58;103.0;-36.0;-34.0
59;67.0;-36.0;-34.0
60;31.0;-36.0;-34.0
61;-5.0;-28.0;-28.0
62;-33.0;-25.0;-28.0
63;-58.00000000000001;-3.0;-28.0
64;-61.00000000000001;25.0;-28.0
65;-36.0;39.0;39.0
66;3.0;42.0;39.0
67;45.0;36.0;39.0
68;81.0;25.0;39.0
69;106.0;-10.0;-10.0
70;96.00000000000001;-31.0;-10.0
71;65.0;-36.0;-10.0
72;29.0;-37.0;-10.0
73;-8.0;-37.0;-37.0
74;-45.0;-35.0;-37.0
75;-80.0;-8.0;-37.0
76;-88.00000000000001;18.0;-37.0
77;-70.0;28.0;28.0
78;-42.0;39.0;28.0
79;-3.0;40.0;28.0
80;37.0;41.00000000000001;28.0
81;78.00000000000001;25.0;25.0
82;103.0;9.0;25.0
83;112.0;-12.0;25.0
84;100.0;-28.0;25.0
85;72.0;-33.0;-33.0
86;39.0;-37.0;-33.0
87;2.0;-37.0;-33.0
88;-35.0;-36.0;-33.0
89;-71.00000000000001;-28.0;-31.0
90;-99.0;-16.0;-31.0
91;-115.0;-5.0;-31.0
92;-120.0;11.0;-31.0
93;-109.0;25.0;25.0
94;-84.0;36.0;25.0
95;-48.00000000000001;39.0;25.0
96;-9.0;39.0;25.0
97;30.0;36.0;36.0
98;66.00000000000001;32.0;36.0
